Unnamed: 0,ERR5236650_f_Aligned.sortedByCoord.out.tsv,ERR5236654_f_Aligned.sortedByCoord.out.tsv,ERR5236653_f_Aligned.sortedByCoord.out.tsv,ERR5236639_f_Aligned.sortedByCoord.out.tsv,ERR5236616_m_Aligned.sortedByCoord.out.tsv,ERR5236648_m_Aligned.sortedByCoord.out.tsv,ERR5236652_m_Aligned.sortedByCoord.out.tsv
Mir1285-1,7,18,10,12,4,23,3
Mir1285-2,0,0,0,0,0,0,0
Mir1286,0,0,1,0,0,3,0
Mir1287,0,0,0,0,0,0,0
Mir1288,0,0,0,0,0,0,0
Mir1289-1,0,1,2,1,2,0,0
Mir1289-2,0,0,0,0,0,0,0
Mir129-1,0,0,0,0,0,0,0
Mir129-2,0,0,0,0,1,1,0
Mir1290,0,0,0,0,0,1,0
Mir1291,0,0,0,0,0,0,0
Mir1292,0,0,0,0,0,0,0
Mir1293,0,1,0,0,0,1,0
Mir1294,0,0,0,0,0,0,0
Mir1295a,0,0,0,0,0,0,0
Mir1295b,0,0,0,0,0,0,0
Mir1296,0,0,0,0,2,2,1
Mir1297,0,0,0,0,0,0,0
Mir1298,0,0,0,0,0,0,0
Mir1299,0,0,1,0,0,0,0
Mir1301,1,2,0,2,1,1,1
Mir1302-1,0,0,0,0,0,0,0
Mir1302-10,0,0,0,0,0,0,0
Mir1302-11,0,0,0,0,0,0,0
Mir1302-2,0,0,0,0,0,0,0
Mir1302-2hg,5,4,7,4,2,3,4
Mir1302-3,101,56,47,54,40,30,39
Mir1302-4,0,0,0,0,0,0,0
Mir1302-5,0,0,1,0,0,0,0
Mir1302-6,0,0,0,0,0,0,0
Mir1302-7,0,0,0,0,0,0,0
Mir1302-8,2,1,4,3,2,10,1
Mir1302-9,0,0,0,0,0,0,0
Mir1303,0,0,3,2,2,0,0
Mir1304,0,0,0,0,0,0,0
Mir1305,0,1,0,0,1,0,0
Mir1306,0,0,0,0,0,0,0
Mir1307,1,0,1,0,0,0,0
Mir130a,0,0,0,1,1,0,0
Mir130b,0,0,0,0,0,0,0
Mir132,5,0,3,1,0,0,2
Mir1321,0,0,0,0,0,0,0
Mir1322,2,1,3,0,1,3,0
Mir1323,0,0,0,0,0,0,0
Mir1324,0,0,0,0,0,0,0
Mir133a1,0,0,0,0,0,0,0
Mir133a1hg,2,0,0,0,0,0,0
Mir133a2,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0
Mir134,0,1,0,0,0,0,0
Mir1343,0,0,0,0,0,0,0
Mir135a1,2,1,2,0,0,1,1
Mir135a2,0,0,0,0,0,0,0
Mir135b,1,0,0,1,1,1,0
Mir136,0,0,0,0,0,0,0
Mir137,0,0,0,0,0,0,0
Mir137hg,13,10,8,2,21,7,3
Mir138-1,0,1,1,1,1,9,0
Mir138-2,0,0,0,0,1,0,0
Mir139,0,0,0,0,0,0,0
Mir140,0,0,0,0,0,0,0
Mir141,0,0,0,0,0,0,0
Mir142,0,0,0,0,0,0,0
Mir143,0,0,0,0,0,0,0
Mir144,0,0,0,0,0,0,0
Mir145,0,0,0,1,0,0,1
Mir1468,0,0,1,0,0,0,0
Mir1469,0,0,0,0,0,0,0
Mir146a,0,0,0,0,0,0,0
Mir146b,0,0,0,0,0,0,0
Mir1470,0,0,0,0,0,0,0
Mir1471,0,0,0,0,0,0,0
Mir147a,0,0,0,0,0,0,0
Mir147b,0,0,0,0,0,0,0
Mir148a,0,0,0,0,0,0,0
Mir148b,0,0,1,0,0,1,0
Mir149,4,6,5,10,6,11,2
Mir150,0,0,0,0,0,0,0
Mir151a,0,0,0,0,0,0,0
Mir151b,0,1,0,0,0,1,1
Mir152,0,0,0,0,1,0,0
Mir153-1,1,1,5,3,1,1,4
Mir153-2,0,0,0,0,0,0,0
Mir1537,0,0,0,0,0,0,0
Mir1538,0,0,0,0,0,0,0
Mir1539,0,0,0,0,0,0,0
Mir154,0,0,0,0,0,0,0
Mir155,0,0,0,0,0,0,0
Mir155hg,4,2,13,2,4,9,8
Mir1587,0,0,0,0,0,0,0
Mir15a,0,0,0,0,0,0,0
Mir15b,0,0,0,0,0,0,0
Mir16-1,0,0,0,0,0,0,0
Mir16-2,0,0,0,0,0,0,0
Mir17,0,0,0,0,0,0,0
Mir17hg,29,30,16,6,43,36,47
Mir181a1,0,0,0,0,0,0,0
Mir181a1hg,6,8,12,6,17,5,3
Mir181a2,1,1,0,0,0,2,0
Mir181a2hg,388,181,109,217,212,126,184
Mir181b1,0,0,0,0,0,0,0
Mir181b2,0,0,3,4,1,2,1
Mir181c,1,0,1,3,0,0,0
Mir181d,1,0,0,1,2,0,0
Mir182,3,2,10,1,6,6,2
Mir1825,0,0,0,0,0,0,0
Mir1827,0,0,0,0,0,1,0
Mir183,1,1,0,2,0,0,0
Mir184,0,0,0,0,0,0,0
Mir185,0,0,0,0,0,0,0
Mir186,2,10,7,6,5,7,8
Mir187,0,1,0,0,0,0,0
Mir188,0,0,0,0,0,0,0
Mir18a,0,0,0,0,0,0,0
Mir18b,0,0,0,0,0,0,0
Mir1908,0,0,0,0,0,0,0
Mir1909,0,0,0,0,0,0,0
Mir190a,0,1,1,1,0,0,0
Mir190b,4,6,9,2,10,12,3
Mir191,0,0,0,0,0,0,0
Mir1910,16,7,6,6,6,4,7
Mir1911,0,0,0,0,0,0,0
Mir1912,0,0,0,0,0,0,0
Mir1913,2,0,0,0,1,0,0
Mir1914,0,0,0,0,0,0,0
Mir1915,0,1,0,0,0,0,0
Mir192,0,0,0,0,0,0,0
Mir193a,0,0,0,0,0,0,0
Mir193b,0,0,0,0,0,0,0
Mir193bhg,155,114,118,128,146,112,150
Mir194-1,0,0,0,0,0,0,0
Mir194-2,0,0,0,0,0,0,0
Mir194-2hg,30,20,6,9,19,17,13
Mir195,0,0,0,0,0,0,0
Mir196a1,0,0,0,0,0,0,0
Mir196a2,0,0,0,0,0,0,0
Mir196b,0,0,0,0,0,0,0
Mir197,0,0,0,0,0,0,0
Mir1972-1,1,1,0,0,1,1,0
Mir1972-2,0,0,0,0,0,1,0
Mir1973,0,0,0,0,0,0,0
Mir1976,0,0,0,0,0,0,0
Mir198,0,0,0,0,0,0,0
Mir199a1,3,1,6,2,2,7,1
Mir199a2,0,0,0,0,0,0,0
Mir199b,2,6,2,1,3,3,1
Mir19a,0,0,0,0,0,0,0
Mir19b1,0,0,0,0,0,0,0
Mir19b2,0,0,0,0,0,0,0
Mir200a,0,0,0,0,0,0,0
Mir200b,0,0,0,0,0,0,0
Mir200c,0,0,0,0,0,0,0
Mir200chg,0,0,0,0,0,0,0
Mir202,0,0,0,0,0,0,0
Mir202hg,1,0,0,0,0,0,0
Mir203a,0,0,0,1,0,0,0
Mir203b,0,0,0,0,0,0,0
Mir204,0,0,1,1,2,0,0
Mir205,0,0,0,0,0,0,0
Mir2052,0,0,0,0,0,0,0
Mir2052hg,4,2,2,2,2,0,0
Mir2053,0,0,0,0,0,0,0
Mir2054,0,0,0,0,0,0,0
Mir205hg,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0
Mir208a,0,0,0,0,0,0,0
Mir208b,0,0,0,0,0,0,0
Mir20a,0,0,0,0,0,0,0
Mir20b,0,0,0,0,0,0,0
Mir21,0,0,0,0,0,0,0
Mir210,13,16,128,107,33,43,73
Mir210hg,1119,1305,4469,3741,1232,1202,3661
Mir211,0,3,3,0,1,0,0
Mir2110,0,0,0,0,0,0,0
Mir2113,0,0,0,0,0,0,0
Mir2114,0,0,0,0,0,0,0
Mir2115,0,0,0,0,0,0,0
Mir2116,0,0,0,0,0,0,2
Mir2117,0,0,0,0,0,0,0
Mir2117hg,0,0,2,0,0,0,0
Mir212,0,0,0,0,0,0,1
Mir214,0,0,0,0,0,0,0
Mir215,0,0,1,1,0,0,0
Mir216a,0,0,0,0,0,0,0
Mir216b,0,0,0,0,0,0,0
Mir217,0,0,0,0,0,0,0
Mir217hg,19,21,18,15,28,38,22
Mir218-1,0,0,1,0,0,1,0
Mir218-2,0,0,0,0,0,2,1
Mir219a1,5,4,7,5,6,8,5
Mir219a2,0,0,0,0,0,0,0
Mir219b,0,0,0,0,0,0,0
Mir22,0,0,0,0,0,0,0
Mir221,0,0,0,2,0,0,0
Mir222,1,0,0,0,0,0,0
Mir222hg,20,14,10,4,19,9,19
Mir223,0,0,0,0,0,0,0
Mir224,0,0,0,0,0,0,0
Mir2276,0,0,0,0,0,0,0
Mir2277,0,0,0,0,0,0,0
Mir2278,0,0,0,1,0,0,0
Mir22hg,434,398,295,501,719,571,821
Mir2355,0,0,0,0,0,0,0
Mir2392,0,0,0,0,0,0,0
Mir23a,0,0,0,0,0,0,0
Mir23b,5,0,2,3,5,6,4
Mir23c,1,4,2,7,2,7,5
Mir24-1,0,0,0,0,0,0,0
Mir24-2,0,0,0,0,0,0,0
Mir2467,0,0,0,0,0,0,2
Mir25,12,1,2,7,11,10,11
Mir2681,0,0,2,0,0,0,0
Mir2682,0,0,0,0,0,0,0
Mir26a1,0,0,0,0,0,0,0
Mir26a2,1,1,6,0,1,3,1
Mir26b,0,0,0,1,2,0,0
Mir27a,0,0,0,0,0,0,0
Mir27b,3,0,0,6,6,9,4
Mir28,0,0,0,0,0,0,0
Mir2861,0,0,0,0,0,0,0
Mir2909,0,0,0,0,0,0,0
Mir296,0,0,0,0,0,0,0
Mir297,0,0,0,0,0,0,0
Mir298,0,0,1,0,2,0,1
Mir299,0,0,0,0,0,0,0
Mir29a,1,0,1,0,0,0,0
Mir29b1,0,0,0,0,0,0,0
Mir29b2,0,0,0,0,0,0,0
Mir29b2chg,2401,1380,1795,2990,1809,3692,889
Mir29c,0,0,0,0,0,0,0
Mir300,0,0,0,0,0,0,0
Mir301a,1,0,0,1,1,0,1
Mir301b,0,0,0,0,0,0,0
Mir302a,0,0,0,0,0,0,0
Mir302b,0,0,0,0,0,0,0
Mir302c,0,0,0,0,0,0,0
Mir302d,1,0,1,0,0,0,0
Mir302e,0,0,0,0,0,0,0
Mir302f,0,0,0,0,0,0,0
Mir3064,0,0,0,0,0,0,0
Mir3065,0,0,0,0,0,0,0
Mir3074,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,0,0
Mir30b,0,0,0,1,0,0,0
Mir30c1,0,0,0,0,0,0,0
Mir30c2,0,2,1,0,1,5,0
Mir30d,0,0,0,0,0,0,0
Mir30e,0,0,0,0,0,0,0
Mir31,0,0,0,0,0,0,0
Mir3115,0,0,0,0,0,0,0
Mir3116-1,0,0,0,0,0,0,0
Mir3116-2,0,0,0,0,0,0,0
Mir3117,37,18,71,9,16,22,69
Mir3118-1,0,0,0,0,0,0,0
Mir3118-2,0,0,0,0,0,0,0
Mir3118-3,0,0,0,0,0,0,0
Mir3118-4,0,0,0,0,0,0,0
Mir3119-1,0,0,0,0,0,0,0
Mir3119-2,0,0,0,0,0,0,0
Mir3120,0,0,0,0,0,0,0
Mir3121,0,0,0,0,0,1,0
Mir3122,0,0,0,0,0,0,0
Mir3123,0,0,0,0,0,0,0
Mir3124,0,0,0,0,0,0,0
Mir3125,6,6,23,16,11,21,7
Mir3126,0,0,0,0,0,0,0
Mir3127,4,4,1,2,1,1,2
Mir3128,0,0,0,0,0,0,0
Mir3129,0,0,0,0,0,0,0
Mir3130-1,0,0,0,0,0,0,0
Mir3130-2,0,0,0,0,0,0,0
Mir3131,0,0,0,0,0,0,0
Mir3132,1,4,3,5,3,3,3
Mir3133,0,0,0,0,0,0,0
Mir3134,6,4,2,6,5,2,2
Mir3135a,1,0,1,0,0,0,0
Mir3135b,0,0,0,0,0,0,0
Mir3136,0,0,1,0,0,2,0
Mir3137,0,0,0,0,0,0,0
Mir3138,0,2,0,5,19,10,5
Mir3139,1,0,0,0,0,0,0
Mir3140,0,0,0,0,0,0,0
Mir3141,0,0,0,0,0,0,0
Mir3142,0,0,0,0,0,0,0
Mir3142hg,1,0,0,0,1,0,0
Mir3143,0,0,0,0,0,0,0
Mir3144,0,0,0,0,0,0,0
Mir3145,0,0,0,0,0,1,0
Mir3146,0,0,0,0,0,0,0
Mir3147,0,0,0,0,0,0,0
Mir3148,0,0,0,0,0,0,0
Mir3149,4,1,5,4,0,2,0
Mir3150a,0,0,0,0,0,0,0
Mir3150b,0,0,0,0,0,0,0
Mir3150bhg,1,0,5,3,1,9,1
Mir3151,0,0,0,0,0,0,0
Mir3152,0,0,0,0,0,0,0
Mir3153,0,9,3,0,7,8,1
Mir3154,0,1,0,0,0,0,0
Mir3155a,0,0,0,0,0,0,0
Mir3155b,0,0,0,0,0,0,0
Mir3156-1,0,0,0,0,0,0,0
Mir3156-2,0,0,0,0,0,0,0
Mir3156-3,0,0,0,0,0,0,0
Mir3157,0,1,2,0,0,0,0
Mir3158-1,0,0,0,0,0,0,0
Mir3158-2,0,0,0,0,0,0,0
Mir3159,0,0,0,0,0,0,1
Mir3160-1,0,0,0,0,0,0,0
Mir3160-2,0,0,0,0,0,0,0
Mir3161,0,0,0,0,0,1,0
Mir3162,0,0,1,1,0,0,0
Mir3163,0,0,0,0,0,0,0
Mir3164,2,1,1,1,0,4,8
Mir3165,0,0,0,0,0,0,0
Mir3166,0,0,0,0,0,0,0
Mir3167,0,0,0,0,0,0,0
Mir3168,0,0,0,0,0,0,0
Mir3169,0,0,0,0,0,0,0
Mir3170,0,0,0,0,0,0,0
Mir3171,0,0,0,0,0,0,0
Mir3173,1,0,0,0,0,0,1
Mir3174,0,0,0,0,0,0,0
Mir3175,0,0,0,0,0,0,0
Mir3176,6,17,9,12,8,31,4
Mir3177,3,2,3,0,0,2,0
Mir3178,1,1,3,3,3,3,0
Mir3179-1,0,0,0,0,0,0,0
Mir3179-2,0,0,0,0,0,0,0
Mir3179-3,0,0,0,0,0,0,0
Mir3179-4,0,0,0,0,0,0,0
Mir3180-1,0,0,0,0,0,0,0
Mir3180-2,0,0,0,0,0,0,0
Mir3180-3,0,0,0,0,0,0,0
Mir3180-4,0,0,0,0,0,0,0
Mir3180-5,0,0,0,0,0,0,0
Mir3181,0,1,0,0,0,0,0
Mir3182,0,0,0,0,0,0,0
Mir3183,5,2,9,5,0,3,4
Mir3184,0,0,0,0,0,0,0
Mir3185,0,0,0,0,0,0,0
Mir3186,5,7,8,3,3,17,5
Mir3187,0,0,0,0,0,0,0
Mir3188,0,0,0,0,0,0,1
Mir3189,0,0,0,0,0,1,3
Mir3190,0,0,0,0,0,0,0
Mir3191,0,0,0,0,0,0,0
Mir3192,0,4,5,0,0,5,2
Mir3193,0,0,0,0,0,0,0
Mir3194,0,0,0,0,0,0,0
Mir3195,0,0,0,0,0,0,0
Mir3196,0,0,1,4,0,0,6
Mir3197,0,0,0,0,0,1,0
Mir3198-1,0,0,0,0,1,0,0
Mir3198-2,0,0,0,0,0,0,0
Mir3199-1,0,0,0,0,0,0,0
Mir3199-2,0,0,0,0,0,0,0
Mir31hg,11,13,7,19,7,10,23
Mir32,0,0,0,0,0,0,0
Mir3200,0,0,0,0,0,0,0
Mir3201,0,0,0,0,0,0,0
Mir3202-1,0,0,0,0,0,0,1
Mir3202-2,0,0,0,0,0,0,0
Mir320a,0,0,0,0,0,2,0
Mir320b1,0,0,0,0,0,0,0
Mir320b2,2,3,1,1,2,1,2
Mir320c1,0,2,1,0,0,0,0
Mir320c2,0,0,0,0,0,0,0
Mir320d1,2,1,2,3,2,2,0
Mir320d2,0,0,0,0,0,0,0
Mir320e,3,0,1,0,1,4,1
Mir323a,0,0,0,0,0,0,0
Mir323b,0,0,0,0,0,0,0
Mir324,1,0,3,2,0,0,3
Mir325,0,2,0,0,0,0,0
Mir325hg,28,25,17,10,20,20,14
Mir326,0,0,0,0,0,0,0
Mir328,0,0,0,0,0,0,0
Mir329-1,0,0,0,0,0,0,0
Mir329-2,0,0,0,0,0,0,0
Mir330,0,0,0,0,0,0,0
Mir331,2,4,0,2,0,5,0
Mir335,0,0,0,0,0,0,0
Mir337,0,0,0,0,0,0,0
Mir338,0,0,0,0,0,0,0
Mir339,21,6,9,6,7,2,14
Mir33a,5,1,5,3,2,0,3
Mir33b,0,1,0,0,0,0,0
Mir340,0,1,3,0,0,0,1
Mir342,0,0,0,2,2,0,0
Mir345,2,2,2,0,0,3,1
Mir346,0,0,0,0,0,0,0
Mir34a,0,0,0,0,0,0,0
Mir34ahg,82,86,92,28,72,98,60
Mir34b,0,0,0,0,0,0,0
Mir34c,0,0,0,0,0,0,0
Mir3529,0,0,0,0,0,0,0
Mir3591,0,0,0,0,0,0,0
Mir3605,6,5,8,8,6,12,4
Mir3606,0,0,0,0,0,0,0
Mir3609,1,0,0,0,1,0,2
Mir361,0,0,0,0,0,0,0
Mir3610,0,0,0,0,0,0,0
Mir3611,0,0,0,0,0,0,0
Mir3612,0,0,0,2,0,0,0
Mir3613,1,2,4,1,0,0,0
Mir3614,0,0,0,0,0,0,0
Mir3615,0,0,0,0,0,0,0
Mir3616,0,0,0,0,0,0,1
Mir3617,0,0,0,0,0,1,0
Mir3618,0,0,0,0,0,0,0
Mir3619,0,0,0,0,0,0,1
Mir362,0,0,0,0,0,0,0
Mir3620,0,0,0,0,0,0,0
Mir3621,0,0,0,0,0,0,0
Mir3622a,0,0,0,0,0,0,0
Mir3622b,0,0,0,0,0,0,0
Mir363,0,0,0,0,0,0,0
Mir3646,0,0,0,0,0,0,0
Mir3648-1,0,0,0,0,0,0,0
Mir3648-2,0,0,0,0,0,0,0
Mir3649,0,0,0,0,1,0,0
Mir3650,0,0,0,0,0,0,0
Mir3651,0,0,0,0,0,0,0
Mir3652,0,0,0,0,0,0,0
Mir3653,0,4,0,0,4,1,2
Mir3654,0,0,0,0,0,0,0
Mir3655,0,0,0,0,0,0,0
Mir3656,0,0,0,0,0,0,0
Mir3657,0,0,9,0,1,6,0
Mir3658,0,0,0,0,0,0,0
Mir3659,0,0,0,0,0,1,0
Mir365a,0,0,0,0,0,0,0
Mir365b,0,0,0,0,0,0,0
Mir3660,0,0,0,0,0,0,0
Mir3661,0,0,0,0,0,0,0
Mir3662,2,2,6,2,1,1,4
Mir3663,1,0,0,0,0,0,0
Mir3663hg,0,0,0,0,1,0,0
Mir3664,0,0,0,0,0,0,0
Mir3665,0,0,0,0,0,0,0
Mir3666,2,0,1,0,1,1,1
Mir3667,0,0,0,0,0,0,0
Mir3668,0,0,0,0,0,0,0
Mir367,0,0,0,0,0,0,0
Mir3670-1,0,0,0,0,0,0,0
Mir3670-2,0,0,0,0,0,0,0
Mir3670-3,0,0,0,0,0,0,0
Mir3670-4,0,0,0,0,0,0,0
Mir3671,21,25,40,3,20,40,27
Mir3672,0,0,0,0,0,0,0
Mir3674,0,0,0,0,0,0,0
Mir3675,0,0,0,0,0,0,0
Mir3677,16,8,1,8,6,5,10
Mir3678,0,0,0,0,1,0,0
Mir3679,0,0,0,0,1,0,0
Mir3680-1,1,1,2,0,2,1,2
Mir3680-2,0,0,1,0,6,1,2
Mir3681,0,0,0,0,0,0,0
Mir3681hg,0,0,2,0,1,2,1
Mir3682,217,60,26,90,89,40,78
Mir3683,0,0,0,0,0,0,0
Mir3684,0,0,0,0,0,0,0
Mir3685,79,36,36,21,16,24,19
Mir3686,0,0,0,0,0,0,0
Mir3687-1,0,0,0,0,0,0,0
Mir3687-2,0,0,0,0,0,0,0
Mir3688-1,0,0,0,0,0,0,0
Mir3688-2,0,0,0,0,0,0,0
Mir3689a,0,0,0,0,0,0,0
Mir3689b,0,0,0,0,0,0,0
Mir3689c,0,0,0,0,0,0,0
Mir3689d1,0,0,0,0,0,0,0
Mir3689d2,0,0,0,0,0,0,0
Mir3689e,0,0,0,0,0,0,0
Mir3689f,0,0,0,0,0,0,0
Mir369,0,0,0,0,0,0,0
Mir3690,0,0,0,0,0,0,0
Mir3691,0,0,0,0,0,0,0
Mir3692,0,0,0,0,0,1,0
Mir370,0,0,1,0,0,0,0
Mir3713,0,0,0,0,0,0,0
Mir3714,0,0,0,0,0,0,0
Mir371a,0,0,0,0,0,0,0
Mir371b,0,0,0,0,0,0,0
Mir372,0,0,0,0,0,0,0
Mir373,0,0,0,0,0,0,0
Mir374a,0,0,0,0,0,0,0
Mir374b,0,0,0,0,0,0,0
Mir374c,0,0,0,0,0,0,0
Mir375,0,0,0,0,0,0,0
Mir376a1,0,0,0,0,0,0,0
Mir376a2,0,0,0,0,0,0,0
Mir376b,0,0,0,0,0,0,0
Mir376c,0,0,0,0,0,0,0
Mir377,0,0,0,0,0,0,0
Mir378a,9,5,8,3,2,1,0
Mir378b,2,12,15,12,6,19,8
Mir378c,0,0,0,0,0,0,0
Mir378d1,0,0,0,0,0,0,0
Mir378d2,0,0,0,0,0,0,0
Mir378e,0,0,0,1,0,0,0
Mir378f,0,0,0,0,0,0,0
Mir378g,0,2,0,0,0,1,0
Mir378h,2,0,3,1,0,4,0
Mir378i,0,0,0,0,0,0,0
Mir378j,2,3,3,1,2,0,4
Mir379,0,0,0,0,0,0,0
Mir380,0,0,0,0,0,0,0
Mir381,0,0,0,0,0,0,0
Mir381hg,0,0,0,0,0,0,1
Mir382,0,0,0,0,0,0,0
Mir383,0,0,0,0,0,0,0
Mir384,0,0,0,0,0,0,0
Mir3907,0,1,0,0,0,2,0
Mir3908,1,0,0,0,0,0,0
Mir3909,1,0,0,0,0,0,0
Mir3910-1,0,0,0,0,0,0,0
Mir3910-2,0,0,0,0,0,0,0
Mir3911,0,0,0,0,0,0,0
Mir3912,0,0,0,0,0,0,0
Mir3913-1,0,0,0,0,0,0,0
Mir3913-2,0,0,0,0,0,0,0
Mir3914-1,0,0,0,0,0,0,0
Mir3914-2,0,0,0,0,0,0,0
Mir3915,0,0,0,0,0,0,0
Mir3916,0,0,0,0,0,0,0
Mir3917,0,0,0,0,0,0,0
Mir3918,0,0,0,0,0,0,0
Mir3919,0,0,0,0,0,0,0
Mir3920,0,0,0,0,0,0,0
Mir3921,0,0,0,0,0,0,0
Mir3922,0,0,0,0,0,0,0
Mir3923,0,0,0,0,0,0,0
Mir3924,0,0,0,0,0,0,0
Mir3925,0,1,0,0,0,0,0
Mir3926-1,0,0,1,0,0,0,0
Mir3926-2,0,0,0,0,0,0,0
Mir3927,0,0,0,0,0,0,0
Mir3928,0,0,0,0,1,0,0
Mir3929,0,0,0,0,0,0,0
Mir3934,0,0,0,0,0,0,0
Mir3935,0,0,1,0,0,0,0
Mir3936,21,23,38,16,22,52,27
Mir3936hg,275,273,376,233,213,488,245
Mir3937,0,0,0,0,0,0,0
Mir3938,0,0,0,0,0,0,0
Mir3939,0,0,0,0,0,1,0
Mir3940,0,0,0,0,0,0,0
Mir3941,1,0,0,0,0,0,0
Mir3942,4,2,1,2,3,4,1
Mir3943,0,0,0,0,1,0,0
Mir3944,0,0,0,0,0,0,0
Mir3945,0,0,0,0,0,0,0
Mir3945hg,1,0,0,0,0,0,0
Mir3960,0,0,0,0,0,0,0
Mir3972,0,0,0,0,0,0,0
Mir3973,0,0,0,0,0,0,0
Mir3974,0,0,0,0,0,0,0
Mir3975,0,2,1,0,0,0,0
Mir3976,0,0,0,0,0,0,0
Mir3976hg,1,2,4,1,2,2,1
Mir3977,0,0,0,0,0,0,0
Mir3978,0,0,0,0,0,0,0
Mir409,0,0,0,0,0,0,1
Mir410,0,0,0,0,0,0,0
Mir411,0,0,0,0,0,0,0
Mir412,0,0,0,0,0,0,0
Mir421,2,2,0,1,0,3,0
Mir422a,0,0,0,0,0,0,0
Mir423,0,0,0,0,0,0,0
Mir424,0,0,0,0,0,0,0
Mir425,0,0,0,0,0,0,0
Mir4251,0,0,0,0,0,0,0
Mir4252,19,4,4,1,5,6,11
Mir4253,0,0,0,0,0,0,0
Mir4254,0,0,1,0,1,0,1
Mir4255,0,0,0,0,0,0,0
Mir4256,0,0,1,0,0,0,0
Mir4257,0,1,1,1,0,0,0
Mir4258,1,3,0,3,1,1,2
Mir4259,0,0,0,0,0,0,0
Mir4260,0,0,0,0,0,0,0
Mir4261,0,0,0,0,0,0,0
Mir4262,0,0,1,0,0,0,0
Mir4263,0,1,0,0,1,1,1
Mir4264,0,0,0,0,0,2,0
Mir4265,0,0,0,0,0,0,1
Mir4266,0,0,0,0,0,0,0
Mir4267,0,0,0,0,0,0,0
Mir4268,0,0,0,0,0,0,0
Mir4269,1,1,2,1,0,2,1
Mir4270,0,0,0,0,0,0,0
Mir4271,0,0,0,0,0,0,0
Mir4272,0,0,0,0,0,0,0
Mir4273,0,0,0,0,0,0,0
Mir4274,0,0,0,0,1,0,0
Mir4275,0,0,0,0,0,0,0
Mir4276,0,0,0,0,0,0,0
Mir4277,0,0,0,0,0,0,0
Mir4278,0,0,0,0,0,0,0
Mir4279,0,0,0,0,0,0,0
Mir4280,0,0,0,0,0,0,0
Mir4281,0,0,0,0,0,0,0
Mir4282,0,0,0,0,0,0,0
Mir4283-1,0,0,0,0,0,0,0
Mir4283-2,0,0,0,0,0,0,0
Mir4284,0,0,0,0,0,1,0
Mir4285,1,1,0,1,0,0,0
Mir4286,0,0,0,0,0,0,0
Mir4287,0,0,0,0,0,0,0
Mir4288,1,0,0,0,0,0,2
Mir4289,0,0,0,0,0,0,0
Mir429,0,0,0,0,0,0,0
Mir4290,0,0,0,1,0,0,0
Mir4290hg,1,0,0,0,0,0,1
Mir4291,0,0,0,0,0,0,0
Mir4292,49,44,40,46,32,49,24
Mir4293,0,0,0,0,0,0,0
Mir4294,0,0,0,0,0,0,0
Mir4295,0,0,0,1,0,1,0
Mir4296,1,1,0,0,0,2,0
Mir4297,2,2,4,3,10,1,1
Mir4298,0,0,0,0,0,0,0
Mir4299,0,0,0,0,0,0,0
Mir4300,0,0,0,0,0,0,0
Mir4300hg,2,1,4,1,0,1,1
Mir4301,0,0,0,0,1,0,0
Mir4302,0,0,0,0,0,0,0
Mir4303,0,0,0,0,0,0,0
Mir4304,0,2,1,0,0,2,0
Mir4305,0,0,0,0,0,0,1
Mir4306,0,0,0,0,0,0,0
Mir4307,0,0,0,0,0,0,0
Mir4307hg,0,0,0,0,0,0,0
Mir4308,0,0,0,0,0,0,0
Mir4309,0,0,0,0,0,0,0
Mir431,0,0,0,0,0,0,0
Mir4310,0,1,0,0,0,0,0
Mir4311,2,0,1,0,0,0,0
Mir4312,0,1,0,1,0,3,0
Mir4313,0,0,0,0,0,0,0
Mir4314,0,0,1,0,1,0,0
Mir4315-1,0,0,0,0,0,0,0
Mir4315-2,0,0,0,0,0,0,0
Mir4316,0,0,0,0,0,0,0
Mir4317,0,0,0,0,0,0,1
Mir4318,0,0,0,0,0,0,0
Mir4319,0,0,0,0,0,0,0
Mir432,0,0,0,0,0,0,0
Mir4320,0,0,0,0,0,0,0
Mir4321,0,0,0,0,0,0,0
Mir4322,1,5,1,2,2,0,1
Mir4323,0,0,0,0,0,0,0
Mir4324,0,3,1,1,0,1,0
Mir4325,0,0,0,0,0,0,0
Mir4326,5,3,2,1,3,0,1
Mir4327,0,0,0,0,0,0,0
Mir4328,0,0,0,0,0,0,0
Mir4329,0,0,0,0,0,0,0
Mir433,0,0,0,0,0,0,0
Mir4330,0,0,0,0,0,0,0
Mir4417,0,0,0,0,0,0,0
Mir4418,0,0,0,1,0,0,0
Mir4419a,0,0,0,0,0,0,0
Mir4419b,0,0,0,0,0,0,0
Mir4420,0,1,1,0,0,1,0
Mir4421,0,0,0,0,0,0,0
Mir4422,0,1,0,0,0,0,0
Mir4422hg,2,3,0,0,4,0,0
Mir4423,0,0,0,0,0,0,0
Mir4424,0,0,0,0,0,0,0
Mir4425,0,0,0,0,0,0,0
Mir4426,0,0,0,0,0,0,0
Mir4427,0,0,0,0,0,0,0
Mir4428,0,0,0,0,0,0,0
Mir4429,0,0,0,0,0,0,0
Mir4430,0,0,0,0,0,0,0
Mir4431,0,0,0,0,0,0,0
Mir4432,0,0,0,0,0,0,0
